Подача;Куда ехать;Важная;В пути;Завершен;Время заказа;Время на заказе;На месте;Отмена;Время подачи;Принят;Время создания;Дата заказа;Деталировка поездки;Детское кресло;Затратный центр;Источник;Категории;Километраж;Количество;Компания;Координаты;Координаты куда;Кост Код;Купон;Купон (%);НДС;#;Опции;Ответственный;Подразделение;Подразделение;Позывной;Показывать номер;Примечание;Принят водителем;Причина отказа;Район;Район куда;Расчёт;Расчёт;СЛИП;Служебная информация;СМС;Создал;Способ оплаты;Статус;Тип;ТС;Цель поездки;ID;old_uuid
Рядом с: улица Белышева, 5/6;До пункта: Итальянская улица, 15;;30.01.2018 15:26;30.01.2018 15:58;30.01.2018 15:28;0:32:16;30.01.2018 15:25;;0:02:04;30.01.2018 15:24;30.01.2018 15:23;30.01.2018 15:28;;0;;;1;;0;;30.4526747417,59.9098481542;30.333646,59.936215;;0;0;51,12;8320;2048;;;;846197;;;;;;;0;30.01.2018 15:23;;;;;Безналичные;Завершен;Яндекс.Безналичный;Volkswagen Polo;;a4a523227c7c472ba63e4194673b80fe;
улица Ворошилова, 27к1;Дальневосточный проспект, 20к2;;30.01.2018 14:56;30.01.2018 15:10;30.01.2018 14:56;0:13:35;30.01.2018 14:56;;0:03:22;30.01.2018 14:53;30.01.2018 14:53;30.01.2018 14:56;;0;;;1;;0;;30.4599884246,59.9325197563;30.452996,59.906206;;0;0;32,04;8319;0;;;;846197;;;;;;;0;30.01.2018 14:53;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;67bb5fee21a943db92e38dadef95215b;
Рядом с: Новоизмайловский проспект, 44к5;До пункта: 2 линия, метро Чёрная речка;;30.01.2018 14:38;30.01.2018 15:09;30.01.2018 14:38;0:30:46;30.01.2018 14:37;;0:03:27;30.01.2018 14:33;30.01.2018 14:33;30.01.2018 14:38;;0;;;1;;0;;30.3102386108,59.8547546815;30.30083,59.985512;;0;0;89,64;8318;0;;;;190178;;;;;;;0;30.01.2018 14:33;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;935c4093bfdc4c57b907cdee6693172f;
Рядом с: переулок Матюшенко, 12;До пункта: улица Шелгунова, 7, корп. 2, Салон красоты Лак & Ножницы;;;30.01.2018 14:24;30.01.2018 14:28;14:24:12;;;14:23:55;;30.01.2018 14:23;30.01.2018 14:28;;0;;;1;;0;;30.4404373652,59.8757748826;30.457479,59.86762;;0;0;0;8317;0;;;;844178;;;;Reject: autocancel;;;0;30.01.2018 14:23;;;;;Наличные;Отменен;Яндекс;Hyundai i40;;f8c266a7ef944f4d897ef206c6625fda;
Бассейная улица, 41;Ленинский проспект, 160;;30.01.2018 14:23;30.01.2018 14:32;30.01.2018 14:24;0:08:05;30.01.2018 14:23;;0:04:03;30.01.2018 14:19;30.01.2018 14:19;30.01.2018 14:24;;0;;;1;;0;;30.3230590893,59.8645365615;30.3018263432,59.8530960993;;0;0;25,92;8315;0;;;;190178;;;;;;;0;30.01.2018 14:19;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;592da0e508044a23b5f30b3f68bcf4ea;
Рядом с: Зольная улица;До пункта: улица Ворошилова, 31к3;;30.01.2018 14:24;30.01.2018 14:31;30.01.2018 14:24;0:07:02;30.01.2018 14:24;;0:05:02;30.01.2018 14:19;30.01.2018 14:19;30.01.2018 14:24;;0;;;1;;0;;30.443898438,59.9321573353;30.4648203898,59.9321883746;;0;0;18,72;8316;2048;;;;846197;;;;;;;0;30.01.2018 14:19;;;;;Безналичные;Завершен;Яндекс.Безналичный;Volkswagen Polo;;dd4eb660d0cf4fb781cb5c035fd3cb7c;
Рядом с: аэропорт Пулково;До пункта: Константиновский проспект, 26;;;30.01.2018 13:59;30.01.2018 14:10;13:59:01;;;13:58:41;;30.01.2018 13:58;30.01.2018 14:10;;0;;;4;;0;;30.2740401396,59.7997171213;30.2681184104,59.9728743188;;0;0;0;8314;6144;;;;215178;;;;Reject: autocancel;;;0;30.01.2018 13:58;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;53160f973bbf4d6c9b04c655595cddab;
набережная реки Карповки;Московский вокзал;;30.01.2018 14:04;30.01.2018 14:32;30.01.2018 13:58;0:28:21;30.01.2018 13:56;;0:02:41;30.01.2018 13:53;30.01.2018 13:53;30.01.2018 13:58;;0;;;1;;0;;30.3084921837,59.9695108468;30.362033,59.929912;;0;0;54,18;8313;2048;;;;614178;;;;;;;0;30.01.2018 13:53;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;5e5a0185314a490a88d31c7b60e303d4;
улица Антонова-Овсеенко, 3к1;проспект Солидарности, 1;;30.01.2018 13:51;30.01.2018 14:01;30.01.2018 13:42;0:10:14;30.01.2018 13:40;;0:02:56;30.01.2018 13:37;30.01.2018 13:37;30.01.2018 13:42;;0;;;1;;0;;30.4578190653,59.9054736199;30.48406,59.928293;;0;0;39,6;8312;0;;;;846197;;;;;;;0;30.01.2018 13:37;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;a45e81ebbb914677bc614335aa0e84b5;
Рядом с: проспект Энгельса, 63к1;До пункта: Литовская улица, 2А, Санкт-Петербургский государственный педиатрический медицинский университет;;;30.01.2018 13:02;30.01.2018 13:16;13:02:14;;;13:01:56;30.01.2018 13:02;30.01.2018 13:01;30.01.2018 13:16;;0;;;4;;0;;30.3221868149,60.0183922849;30.340052,59.977901;;0;0;0;8311;0;;;;472178;;;;user;;;0;30.01.2018 13:01;;;;;Наличные;Отменен;Яндекс;BMW 5er;;6f83d6e5433946909e9b41e297bcc412;
улица Восстания, 19, Akyan Restaurant;Исаакиевская площадь, 4, Исаакиевский собор;;30.01.2018 11:59;30.01.2018 12:18;30.01.2018 11:58;0:19:44;30.01.2018 11:54;;0:00:43;30.01.2018 11:54;30.01.2018 11:53;30.01.2018 11:58;;0;;;1;;0;;30.3607020436,59.9357671584;30.306614,59.933856;;0;0;30,6;8310;4096;;;;614178;;;;;;;0;30.01.2018 11:53;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;39856e6b0582411abd4daf4b9d79980e;
Рядом с: Гороховая улица, 19;До пункта: улица Восстания, 12;;30.01.2018 11:39;30.01.2018 11:49;30.01.2018 11:40;0:10:13;30.01.2018 11:36;;0:00:54;30.01.2018 11:35;30.01.2018 11:35;30.01.2018 11:40;;0;;;1;;0;;30.3172273588,59.9316274424;30.3603202591,59.936180896;;0;0;25,92;8309;2048;;;;614178;;;;;;;0;30.01.2018 11:35;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;f2fa75fdd6474f4795e8de7d38add0ac;
Рядом с: Большая Пороховская улица, 37;До пункта: улица Коллонтай, 12к2;;30.01.2018 11:36;30.01.2018 11:54;30.01.2018 11:36;0:17:56;30.01.2018 11:35;;0:03:00;30.01.2018 11:32;30.01.2018 11:32;30.01.2018 11:36;;0;;;1;;0;;30.4241441526,59.9526137339;30.4582214726,59.9179433594;;0;0;39,96;8308;0;;;;846197;;;;;;;0;30.01.2018 11:32;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;b5f1975dead34491b56dcd4db8716474;
Южная дорога, 9;Казанская улица, 3А;;30.01.2018 11:11;30.01.2018 11:29;30.01.2018 11:12;0:17:34;30.01.2018 11:09;;0:01:46;30.01.2018 11:07;30.01.2018 11:07;30.01.2018 11:12;;0;;;1;;0;;30.2376313315,59.9685999149;30.322417,59.933816;;0;0;41,4;8307;0;;;;614178;;;;;;;0;30.01.2018 11:07;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;1566bcb88c1f4073978039ca65307bf4;
Рядом с: Дунайский проспект, 7к3;До пункта: Ленинский проспект, 151;;30.01.2018 10:40;30.01.2018 11:00;30.01.2018 10:36;0:20:31;30.01.2018 10:35;;0:04:07;30.01.2018 10:31;30.01.2018 10:31;30.01.2018 10:36;;0;;;1;;0;;30.3340715209,59.8286248621;30.3002961773,59.8514661397;;0;0;32,94;8306;0;;;;771178;;;;;;;0;30.01.2018 10:31;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;fa959b40484e4972a5452597cf9946f8;
Дунайский проспект, 7к7;улица Орджоникидзе, 21;;30.01.2018 10:04;30.01.2018 10:12;30.01.2018 10:04;0:08:05;30.01.2018 10:04;;0:06:39;30.01.2018 9:57;30.01.2018 9:57;30.01.2018 10:04;;0;;;1;;0;;30.3347331617,59.8274857475;30.3334787944,59.8433257709;;0;0;27,18;8305;2048;;;;771178;;;;;;;0;30.01.2018 9:57;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;521d31d3928443cca5e926d4a8560700;
коттеджный поселок Янино, Сиреневый бульвар, 21;деревня Кудрово, Ленинградская улица, 5к2;;;30.01.2018 9:42;30.01.2018 9:54;9:42:26;;;9:42:15;;30.01.2018 9:42;30.01.2018 9:54;;0;;;1;;0;;30.5752169381,59.9615579829;30.5070224035,59.91456937;;0;0;0;8304;0;;;;857178;;;;offertimeout;;;0;30.01.2018 9:42;;;;;Наличные;Отменен;Яндекс;Hyundai Solaris;;9837a2d08b4a4311be44792d0e3010a4;
проспект Культуры, 11к7;Лисичанская улица, 6А;;30.01.2018 9:50;30.01.2018 10:18;30.01.2018 9:51;0:28:11;30.01.2018 9:44;;0:03:45;30.01.2018 9:40;30.01.2018 9:40;30.01.2018 9:51;;0;;;1;;0;;30.3760341483,60.0395121142;30.318303,59.984976;;0;0;56,7;8303;6144;;;;614178;;;;;;;0;30.01.2018 9:40;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;fd0f264f871d48c7b5785f5faad81fe3;
Венская улица, 5;Санкт-Петербург, 9-я Советская улица, 4;;30.01.2018 9:27;30.01.2018 10:37;30.01.2018 9:24;1:09:45;30.01.2018 9:25;;0:13:02;30.01.2018 9:12;30.01.2018 9:12;30.01.2018 9:24;;0;;;1;;0;;30.5106092077,59.9017246884;30.373351,59.938302;;0;0;90;8302;0;;;;846197;;;;;;;0;30.01.2018 9:12;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;e6499fcfcbf743bb9aef6eb08ef11757;
проспект Металлистов, 65;проспект Культуры, 11к1;;30.01.2018 9:14;30.01.2018 9:37;30.01.2018 9:14;0:22:46;30.01.2018 9:12;;0:06:04;30.01.2018 9:06;30.01.2018 9:06;30.01.2018 9:14;;0;;;1;;0;;30.405951,59.970015;30.371851,60.039647;;0;0;56,88;8301;0;;;;614178;;;;;;;0;30.01.2018 9:06;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;de2d21f5ae8f4f1ca27bf8bf783909aa;
Рядом с: Дальневосточный проспект, 24;До пункта: деревня Кудрово, проспект Строителей, 7;;30.01.2018 8:50;30.01.2018 9:13;30.01.2018 8:48;0:22:59;30.01.2018 8:48;;0:03:40;30.01.2018 8:44;30.01.2018 8:44;30.01.2018 8:48;;0;;;1;;0;;30.4577428112,59.9041168954;30.5215637531,59.9165793544;;0;0;46,08;8300;2048;;;;846197;;;;;;;0;30.01.2018 8:44;;;;;Безналичные;Завершен;Яндекс.Безналичный;Volkswagen Polo;;53c95d7a557e4639bc9d7a369c2042ce;
Рядом с: проспект Косыгина, 28к5;До пункта: Кондратьевский проспект, 15к5;;30.01.2018 8:16;30.01.2018 9:01;30.01.2018 8:12;0:45:15;30.01.2018 8:10;;0:03:29;30.01.2018 8:07;30.01.2018 8:07;30.01.2018 8:12;;0;;;1;;0;;30.4960572637,59.948088205;30.3837332037,59.9639061164;;0;0;58,5;8299;2048;;;;614178;;;;;;;0;30.01.2018 8:07;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;944fbfb98d7243c19386e33925eee92c;
Варшавская улица, 6к1, подъезд 4;Внуковская улица, 2;;30.01.2018 8:05;30.01.2018 8:21;30.01.2018 8:04;0:16:24;30.01.2018 8:01;;0:04:16;30.01.2018 7:57;30.01.2018 7:57;30.01.2018 8:04;;0;;;1;;0;;30.3137685909,59.8803822191;30.3116197778,59.8057200385;;0;0;54;8298;2048;;;;771178;;;;;;;0;30.01.2018 7:57;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;9880fa4ac2a1414c8488d9a6516495a4;
Рядом с: набережная канала Грибоедова, 72;До пункта: Варшавская улица, 30;;30.01.2018 7:40;30.01.2018 7:55;30.01.2018 7:38;0:15:30;30.01.2018 7:38;;0:03:12;30.01.2018 7:35;30.01.2018 7:34;30.01.2018 7:38;;0;;;1;;0;;30.3115365338,59.9257215264;30.3143181584,59.87363028;;0;0;36,9;8297;0;;;;771178;;;;;;;0;30.01.2018 7:34;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;8bb428e289f745eaa40b0bd0d2493733;
Василеозерская улица, 5;Санкт-Петербург, проспект Косыгина, 30к4;;30.01.2018 7:26;30.01.2018 7:59;30.01.2018 7:28;0:32:31;30.01.2018 7:26;;0:04:04;30.01.2018 7:22;30.01.2018 7:22;30.01.2018 7:28;;0;;;1;;0;;30.6348693308,60.0315939899;30.49784,59.947023;;0;0;77,94;8296;0;;;;614178;;;;;;;0;30.01.2018 7:22;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;623d3c4010584e4394f0bce54a50a553;
жилой комплекс Аврора;Невский просп., 85, Московский вокзал;;30.01.2018 6:18;30.01.2018 6:33;30.01.2018 6:12;0:15:43;30.01.2018 6:06;;0:05:02;30.01.2018 6:02;30.01.2018 6:01;30.01.2018 6:12;;0;;;1;;0;;30.4529178205,59.90912813;30.36192,59.930139;;0;0;47,52;8295;0;;;;771178;;;;;;;0;30.01.2018 6:01;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;38b5a9e312c141a78b1dccaa678efdb0;
Рядом с: набережная реки Смоленки, 3к1;До пункта: Пулковское ш., 41, литера ЗА, Аэропорт Пулково Терминал 1;;30.01.2018 3:53;30.01.2018 4:16;30.01.2018 3:48;0:23:26;30.01.2018 3:46;;0:06:12;30.01.2018 3:40;30.01.2018 3:40;30.01.2018 3:48;;0;;;4;;0;;30.2649701934,59.9501023192;30.271533,59.799975;;0;0;289,62;8294;0;;;;536178;;;;;;;0;30.01.2018 3:40;;;;;Наличные;Завершен;Яндекс;BMW 5er;;8176c712f00940d68609734a42352052;
улица Седова, 113;улица Седова, 160;;;30.01.2018 2:20;30.01.2018 2:24;2:20:32;;;2:20:13;30.01.2018 2:20;30.01.2018 2:20;30.01.2018 2:24;;0;;;1;;0;;30.4493799064,59.8613860137;30.447346,59.862556;;0;0;0;8293;2048;;;;771178;;;;user;;;0;30.01.2018 2:20;;;;;Безналичные;Отменен;Яндекс.Безналичный;Hyundai Solaris;;f3f2825b97434d04b791ea142e43c5ae;
улица Достоевского, 19/21Б;деревня Кудрово, Венская улица, 4к1;;;30.01.2018 1:47;30.01.2018 1:52;1:47:27;;;1:47:10;;30.01.2018 1:47;30.01.2018 1:52;;0;;;4;;0;;30.346519,59.923586;30.507883,59.900678;;0;0;0;8292;2048;;;;537178;;;;Reject: autocancel;;;0;30.01.2018 1:47;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;18972b23b9e44e3f8664297c2d891ede;
Рядом с: улица Адмирала Трибуца, 8;До пункта: Варшавская улица, 124;;30.01.2018 1:10;30.01.2018 1:28;30.01.2018 0:56;0:18:42;30.01.2018 0:54;;0:01:57;30.01.2018 0:52;30.01.2018 0:52;30.01.2018 0:56;;0;;;1;;0;;30.1487348677,59.8526443819;30.3159788818,59.8432495437;;0;0;61,02;8291;2048;;;;771178;;;;;;;0;30.01.2018 0:52;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;d4fd4b60fa8f46c78b922f3054fdfe46;
Рядом с: улица Катерников, 7;До пункта: поселок Бугры, Школьная улица, 6к1;;;30.01.2018 0:47;30.01.2018 0:52;0:47:43;;;0:46:59;30.01.2018 0:47;30.01.2018 0:46;30.01.2018 0:52;;0;;;1;;0;;30.1543607802,59.850883714;30.399399099,60.0685719383;;0;0;0;8290;2048;;;;771178;;;;user;;;0;30.01.2018 0:46;;;;;Безналичные;Отменен;Яндекс.Безналичный;Hyundai Solaris;;34db544194fa440191bfd3276ba52e4b;
Рядом с: Итальянская улица;улица Адмирала Коновалова, 2-4;;29.01.2018 23:22;29.01.2018 23:53;29.01.2018 23:18;0:31:03;29.01.2018 23:16;;0:02:39;29.01.2018 23:14;29.01.2018 23:14;29.01.2018 23:18;;0;;;1;;0;;30.3308894136,59.9367004853;30.1495,59.849944;;0;0;79,2;8289;2048;;;;771178;;;;;;;0;29.01.2018 23:14;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;73ed10452ac548bdb144b88ab18f1c2e;
Рядом с: улица Адмирала Черокова, 20;До пункта: улица Крыленко, 1к1с3;;29.01.2018 23:13;29.01.2018 23:45;29.01.2018 23:06;0:32:05;29.01.2018 23:08;;0:05:09;29.01.2018 23:03;29.01.2018 23:02;29.01.2018 23:06;;0;;;2;;0;;30.138842527,59.8526200332;30.4529872373,59.8931804687;;0;0;156,6;8288;0;;;;537178;;;;;;;0;29.01.2018 23:02;;;;;Наличные;Завершен;Яндекс;BMW 5er;;d06a1cb089654194b49975a169689866;
Рядом с: Московский проспект;До пункта: Спасский переулок, 4;;;29.01.2018 22:45;29.01.2018 22:48;22:45:00;;;22:44:55;;29.01.2018 22:44;29.01.2018 22:48;;0;;;1;;0;;30.318503034,59.9124321761;30.3176437972,59.9292331511;;0;0;0;8287;2048;;;;771178;;;;user;;;0;29.01.2018 22:44;;;;;Безналичные;Отменен;Яндекс.Безналичный;Hyundai Solaris;;0fab429703914fe09a9775f820f26441;
улица Хлопина, 13к1;Коломяжский проспект, 15к1;;29.01.2018 22:29;29.01.2018 22:47;29.01.2018 22:28;0:18:14;29.01.2018 22:29;;0:10:14;29.01.2018 22:19;29.01.2018 22:18;29.01.2018 22:28;;0;;;4;;0;;30.3759755568,59.9990068909;30.3005354554,60.0006738348;;0;0;120,96;8285;0;;;;759178;;;;;;;0;29.01.2018 22:18;;;;;Наличные;Завершен;Яндекс;BMW 5er;;5bf698f13be442b7a489d7d9a4f0f626;
Рядом с: Ташкентская улица, 3к3Б;До пункта: Заозёрная улица, 3к2;;;29.01.2018 22:24;29.01.2018 22:28;22:24:26;;;22:23:50;;29.01.2018 22:23;29.01.2018 22:28;;0;;;1;;0;;30.3148747781,59.8920879248;30.3236724561,59.906409986;;0;0;0;8286;2048;;;;771178;;;;offertimeout;;;0;29.01.2018 22:23;;;;;Безналичные;Отменен;Яндекс.Безналичный;Hyundai Solaris;;b2357232a4694485a158fcf0f4465f27;
Рядом с: проспект Стачек;До пункта: Московский проспект, 128;;29.01.2018 21:49;29.01.2018 22:06;29.01.2018 21:48;0:17:03;29.01.2018 21:48;;0:03:57;29.01.2018 21:44;29.01.2018 21:44;29.01.2018 21:48;;0;;;1;;0;;30.261417835,59.8802510233;30.320297,59.889029;;0;0;40,68;8284;2048;;;;771178;;;;;;;0;29.01.2018 21:44;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;e968605f0c8b4de0bc54d09444d75229;
Рядом с: Большой проспект Петроградской стороны, 61;До пункта: наб. Мартынова, 38а, World Class;;29.01.2018 21:38;29.01.2018 21:45;29.01.2018 21:36;0:07:47;29.01.2018 21:37;;0:04:41;29.01.2018 21:33;29.01.2018 21:32;29.01.2018 21:36;;0;;;2;;0;;30.3085573883,59.9633529663;30.25472,59.974329;;0;0;54,36;8283;2048;;;;536178;;;;;;;0;29.01.2018 21:32;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;071f640ba2304240904afcc3f1c03435;
Рядом с: проспект Стачек, 84к1;До пункта: 2 линия, метро Купчино;;;29.01.2018 21:28;29.01.2018 21:32;21:28:55;;;21:28:16;29.01.2018 21:28;29.01.2018 21:28;29.01.2018 21:32;;0;;;1;;0;;30.2600625442,59.8702640437;30.375723,59.829296;;0;0;0;8282;2048;;;;771178;;;;user;;;0;29.01.2018 21:28;;;;;Безналичные;Отменен;Яндекс.Безналичный;Hyundai Solaris;;c2fbca739b9946098016182995b6eaf8;
Дунайский проспект, 15к2;Ленинский проспект, 114;;29.01.2018 21:08;29.01.2018 21:20;29.01.2018 21:06;0:11:57;29.01.2018 21:07;;0:04:42;29.01.2018 21:03;29.01.2018 21:02;29.01.2018 21:06;;0;;;1;;0;;30.3424117021,59.8297706225;30.244281,59.852466;;0;0;38,34;8281;0;;;;771178;;;;;;;0;29.01.2018 21:02;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;7cc2b30e508b42d6a97051549ef4744f;
проспект Просвещения, 99;улица Фаворского, 15к1;;29.01.2018 20:58;29.01.2018 21:34;29.01.2018 20:44;0:35:45;29.01.2018 20:42;;0:09:57;29.01.2018 20:32;29.01.2018 20:32;29.01.2018 20:44;;0;;;4;;0;;30.4289629158,60.0317223191;30.389683,60.000357;;0;0;149,22;8280;0;;;;759178;;;;;;;0;29.01.2018 20:32;;;;;Наличные;Завершен;Яндекс;BMW 5er;;2e0b120047684560be115d4768b0e70f;
Рядом с: Виленский переулок, 15В;До пункта: улица Всеволода Вишневского, 3;;29.01.2018 20:31;29.01.2018 20:48;29.01.2018 20:30;0:17:00;29.01.2018 20:28;;0:03:04;29.01.2018 20:25;29.01.2018 20:25;29.01.2018 20:30;;0;;;4;;0;;30.3651038803,59.9398433971;30.3034440247,59.9667021931;;0;0;121,14;8279;2048;;;;536178;;;;;;;0;29.01.2018 20:25;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;ce9a1d39fb2f42998277f4325b286861;
